platform_project_reference,datacenter_reference,platform_reference_id,platform_guid,platform_type,platform_depth,platform_name,latitude,longitude
ASF,OTN-Global,SOBI 12,OTN-GlobalASFSOBI 12,Underwater mooring,65.5,SOBI 12,51.4287967,-56.7070217
ASF,OTN-Global,SOBI 1-2015,OTN-GlobalASFSOBI 1-2015,Underwater mooring,1.8,SOBI 1-2015,51.3770433,-56.6155133
ASF,OTN-Global,SOBI 1-2016,OTN-GlobalASFSOBI 1-2016,Underwater mooring,1.8,SOBI 1-2016,51.377,-56.6155
ASF,OTN-Global,SOBI 12-2015,OTN-GlobalASFSOBI 12-2015,Underwater mooring,65.5,SOBI 12-2015,51.4287967,-56.7070217
ASF,OTN-Global,SOBI 12-2016,OTN-GlobalASFSOBI 12-2016,Underwater mooring,65.5,SOBI 12-2016,51.4288,-56.707
ASF,OTN-Global,SOBI 13,OTN-GlobalASFSOBI 13,Underwater mooring,60.7,SOBI 13,51.433725,-56.7153817
ASF,OTN-Global,SOBI 13-2015,OTN-GlobalASFSOBI 13-2015,Underwater mooring,60.7,SOBI 13-2015,51.433725,-56.7153817
ASF,OTN-Global,SOBI 13-2016,OTN-GlobalASFSOBI 13-2016,Underwater mooring,60.7,SOBI 13-2016,51.4337,-56.7154
ASF,OTN-Global,SOBI 14,OTN-GlobalASFSOBI 14,Underwater mooring,65.5,SOBI 14,51.4373233,-56.7256
ASF,OTN-Global,SOBI 14-2015,OTN-GlobalASFSOBI 14-2015,Underwater mooring,65.5,SOBI 14-2015,51.4373233,-56.7256
ASF,OTN-Global,SOBI 14-2016,OTN-GlobalASFSOBI 14-2016,Underwater mooring,65.5,SOBI 14-2016,51.4373,-56.7256
ASF,OTN-Global,SOBI 15,OTN-GlobalASFSOBI 15,Underwater mooring,62.8,SOBI 15,51.44216,-56.733925
ASF,OTN-Global,SOBI 15-2015,OTN-GlobalASFSOBI 15-2015,Underwater mooring,62.8,SOBI 15-2015,51.44216,-56.733925
ASF,OTN-Global,SOBI 15-2016,OTN-GlobalASFSOBI 15-2016,Underwater mooring,62.8,SOBI 15-2016,51.4422,-56.7339
ASF,OTN-Global,SOBI 16,OTN-GlobalASFSOBI 16,Underwater mooring,56.7,SOBI 16,51.4472367,-56.7413967
ASF,OTN-Global,SOBI 16200-2016,OTN-GlobalASFSOBI 16200-2016,Underwater mooring,Null,SOBI 16200-2016,51.4478,-56.7467
ASF,OTN-Global,SOBI 16-2015,OTN-GlobalASFSOBI 16-2015,Underwater mooring,56.7,SOBI 16-2015,51.4472367,-56.7413967
ASF,OTN-Global,SOBI 16-2016,OTN-GlobalASFSOBI 16-2016,Underwater mooring,56.7,SOBI 16-2016,51.4472,-56.7414
ASF,OTN-Global,SOBI 16300-2016,OTN-GlobalASFSOBI 16300-2016,Underwater mooring,Null,SOBI 16300-2016,51.4481,-56.7487
ASF,OTN-Global,SOBI 16400-2016,OTN-GlobalASFSOBI 16400-2016,Underwater mooring,Null,SOBI 16400-2016,51.4487,-56.7504
ASF,OTN-Global,SOBI 16450-2016,OTN-GlobalASFSOBI 16450-2016,Underwater mooring,Null,SOBI 16450-2016,51.4492,-56.7519
ASF,OTN-Global,SOBI 17,OTN-GlobalASFSOBI 17,Underwater mooring,52.7,SOBI 17,51.451945,-56.750305
ASF,OTN-Global,SOBI 17-2015,OTN-GlobalASFSOBI 17-2015,Underwater mooring,52.7,SOBI 17-2015,51.451945,-56.750305
ASF,OTN-Global,SOBI 17-2016,OTN-GlobalASFSOBI 17-2016,Underwater mooring,52.7,SOBI 17-2016,51.4519,-56.7503
ASF,OTN-Global,SOBI 18,OTN-GlobalASFSOBI 18,Underwater mooring,62.2,SOBI 18,51.4560133,-56.7583933
ASF,OTN-Global,SOBI 18-2015,OTN-GlobalASFSOBI 18-2015,Underwater mooring,62.2,SOBI 18-2015,51.4560133,-56.7583933
ASF,OTN-Global,SOBI 18-2016,OTN-GlobalASFSOBI 18-2016,Underwater mooring,62.2,SOBI 18-2016,51.456,-56.7584
ASF,OTN-Global,SOBI 19,OTN-GlobalASFSOBI 19,Underwater mooring,70.7,SOBI 19,51.46136,-56.7676517
ASF,OTN-Global,SOBI 19-2015,OTN-GlobalASFSOBI 19-2015,Underwater mooring,70.7,SOBI 19-2015,51.46136,-56.7676517
ASF,OTN-Global,SOBI 19-2016,OTN-GlobalASFSOBI 19-2016,Underwater mooring,70.7,SOBI 19-2016,51.4614,-56.7677
ASF,OTN-Global,SOBI 2,OTN-GlobalASFSOBI 2,Underwater mooring,2.6,SOBI 2,51.3819383,-56.6234033
ASF,OTN-Global,SOBI 20,OTN-GlobalASFSOBI 20,Underwater mooring,89.6,SOBI 20,51.4650983,-56.7760467
ASF,OTN-Global,SOBI 20-2015,OTN-GlobalASFSOBI 20-2015,Underwater mooring,89.6,SOBI 20-2015,51.4650983,-56.7760467
ASF,OTN-Global,SOBI 20-2016,OTN-GlobalASFSOBI 20-2016,Underwater mooring,89.6,SOBI 20-2016,51.4651,-56.776
ASF,OTN-Global,SOBI 20425,OTN-GlobalASFSOBI 20425,Underwater mooring,Null,SOBI 20425,51.46841667,-56.77875
ASF,OTN-Global,SOBI 20500,OTN-GlobalASFSOBI 20500,Underwater mooring,Null,SOBI 20500,51.46961111,-56.77955556
ASF,OTN-Global,SOBI 20575,OTN-GlobalASFSOBI 20575,Underwater mooring,Null,SOBI 20575,51.47105556,-56.78063889
ASF,OTN-Global,SOBI 20650,OTN-GlobalASFSOBI 20650,Underwater mooring,Null,SOBI 20650,51.47302778,-56.78169444
ASF,OTN-Global,SOBI 20700,OTN-GlobalASFSOBI 20700,Underwater mooring,Null,SOBI 20700,51.47513889,-56.78213889
ASF,OTN-Global,SOBI 20750,OTN-GlobalASFSOBI 20750,Underwater mooring,Null,SOBI 20750,51.47605556,-56.78272222
ASF,OTN-Global,SOBI 21,OTN-GlobalASFSOBI 21,Underwater mooring,Null,SOBI 21,51.469444,-56.785028
ASF,OTN-Global,SOBI 21-2016,OTN-GlobalASFSOBI 21-2016,Underwater mooring,Null,SOBI 21-2016,51.4694,-56.785
ASF,OTN-Global,SOBI 2-2015,OTN-GlobalASFSOBI 2-2015,Underwater mooring,2.6,SOBI 2-2015,51.3819383,-56.6234033
ASF,OTN-Global,SOBI 2-2016,OTN-GlobalASFSOBI 2-2016,Underwater mooring,2.6,SOBI 2-2016,51.3819,-56.6234
ASF,OTN-Global,SOBI 23,OTN-GlobalASFSOBI 23,Underwater mooring,105.5,SOBI 23,51.47486,-56.7921583
ASF,OTN-Global,SOBI 23200-2016,OTN-GlobalASFSOBI 23200-2016,Underwater mooring,Null,SOBI 23200-2016,51.4761,-56.7954
ASF,OTN-Global,SOBI 23-2015,OTN-GlobalASFSOBI 23-2015,Underwater mooring,105.5,SOBI 23-2015,51.47486,-56.7921583
ASF,OTN-Global,SOBI 23-2016,OTN-GlobalASFSOBI 23-2016,Underwater mooring,105.5,SOBI 23-2016,51.4749,-56.7922
ASF,OTN-Global,SOBI 23300-2016,OTN-GlobalASFSOBI 23300-2016,Underwater mooring,Null,SOBI 23300-2016,51.4761,-56.7976
ASF,OTN-Global,SOBI 23400-2016,OTN-GlobalASFSOBI 23400-2016,Underwater mooring,Null,SOBI 23400-2016,51.4762,-56.7996
ASF,OTN-Global,SOBI 23450-2016,OTN-GlobalASFSOBI 23450-2016,Underwater mooring,Null,SOBI 23450-2016,51.476,-56.801
ASF,OTN-Global,SOBI 25,OTN-GlobalASFSOBI 25,Underwater mooring,106.7,SOBI 25,51.4797067,-56.80137
ASF,OTN-Global,SOBI 25-2015,OTN-GlobalASFSOBI 25-2015,Underwater mooring,106.7,SOBI 25-2015,51.4797067,-56.80137
ASF,OTN-Global,SOBI 25-2016,OTN-GlobalASFSOBI 25-2016,Underwater mooring,106.7,SOBI 25-2016,51.4797,-56.8014
ASF,OTN-Global,SOBI 26,OTN-GlobalASFSOBI 26,Underwater mooring,80.5,SOBI 26,51.4839933,-56.809275
ASF,OTN-Global,SOBI 26-2015,OTN-GlobalASFSOBI 26-2015,Underwater mooring,80.5,SOBI 26-2015,51.4839933,-56.809275
ASF,OTN-Global,SOBI 26-2016,OTN-GlobalASFSOBI 26-2016,Underwater mooring,80.5,SOBI 26-2016,51.484,-56.8093
ASF,OTN-Global,SOBI 3,OTN-GlobalASFSOBI 3,Underwater mooring,2.1,SOBI 3,51.3869633,-56.6315917
ASF,OTN-Global,SOBI 3-2015,OTN-GlobalASFSOBI 3-2015,Underwater mooring,2.1,SOBI 3-2015,51.3869633,-56.6315917
ASF,OTN-Global,SOBI 3-2016,OTN-GlobalASFSOBI 3-2016,Underwater mooring,2.1,SOBI 3-2016,51.387,-56.6316
ASF,OTN-Global,SOBI 4,OTN-GlobalASFSOBI 4,Underwater mooring,73.8,SOBI 4,51.3905583,-56.640545
ASF,OTN-Global,SOBI 4-2015,OTN-GlobalASFSOBI 4-2015,Underwater mooring,73.8,SOBI 4-2015,51.3905583,-56.640545
ASF,OTN-Global,SOBI 4-2016,OTN-GlobalASFSOBI 4-2016,Underwater mooring,73.8,SOBI 4-2016,51.3906,-56.6405
ASF,OTN-Global,SOBI 5,OTN-GlobalASFSOBI 5,Underwater mooring,66.4,SOBI 5,51.3959233,-56.648335
ASF,OTN-Global,SOBI 5-2015,OTN-GlobalASFSOBI 5-2015,Underwater mooring,66.4,SOBI 5-2015,51.3959233,-56.648335
ASF,OTN-Global,SOBI 5-2016,OTN-GlobalASFSOBI 5-2016,Underwater mooring,66.4,SOBI 5-2016,51.3959,-56.6483
ASF,OTN-Global,SOBI 6,OTN-GlobalASFSOBI 6,Underwater mooring,79.2,SOBI 6,51.40052,-56.6571967
ASF,OTN-Global,SOBI 6-2015,OTN-GlobalASFSOBI 6-2015,Underwater mooring,79.2,SOBI 6-2015,51.40052,-56.6571967
ASF,OTN-Global,SOBI 6-2016,OTN-GlobalASFSOBI 6-2016,Underwater mooring,79.2,SOBI 6-2016,51.4005,-56.6572
ASF,OTN-Global,SOBI 7,OTN-GlobalASFSOBI 7,Underwater mooring,79.2,SOBI 7,51.4052483,-56.6643083
ASF,OTN-Global,SOBI 7-2015,OTN-GlobalASFSOBI 7-2015,Underwater mooring,79.2,SOBI 7-2015,51.4052483,-56.6643083
ASF,OTN-Global,SOBI 7-2016,OTN-GlobalASFSOBI 7-2016,Underwater mooring,79.2,SOBI 7-2016,51.4052,-56.6643
ASF,OTN-Global,SOBI 8,OTN-GlobalASFSOBI 8,Underwater mooring,86.6,SOBI 8,51.4095867,-56.673195
ASF,OTN-Global,SOBI 8-2015,OTN-GlobalASFSOBI 8-2015,Underwater mooring,86.6,SOBI 8-2015,51.4095867,-56.673195
ASF,OTN-Global,SOBI 8-2016,OTN-GlobalASFSOBI 8-2016,Underwater mooring,86.6,SOBI 8-2016,51.4096,-56.6732
ASF,OTN-Global,SOBI 9,OTN-GlobalASFSOBI 9,Underwater mooring,79.9,SOBI 9,51.41446,-56.68113
ASF,OTN-Global,SOBI 9-2015,OTN-GlobalASFSOBI 9-2015,Underwater mooring,79.9,SOBI 9-2015,51.41446,-56.68113
ASF,OTN-Global,SOBI 9-2016,OTN-GlobalASFSOBI 9-2016,Underwater mooring,79.9,SOBI 9-2016,51.4145,-56.6811
ASF,OTN-Global,SOBI N 10-2015,OTN-GlobalASFSOBI N 10-2015,Underwater mooring,70,SOBI N 10-2015,51.43187024,-56.64607784
ASF,OTN-Global,SOBI N 10-2016,OTN-GlobalASFSOBI N 10-2016,Underwater mooring,70,SOBI N 10-2016,51.4319,-56.6461
ASF,OTN-Global,SOBI N 11-2015,OTN-GlobalASFSOBI N 11-2015,Underwater mooring,60,SOBI N 11-2015,51.43663746,-56.65394569
ASF,OTN-Global,SOBI N 11-2016,OTN-GlobalASFSOBI N 11-2016,Underwater mooring,60,SOBI N 11-2016,51.4366,-56.6539
ASF,OTN-Global,SOBI N 1-2015,OTN-GlobalASFSOBI N 1-2015,Underwater mooring,5,SOBI N 1-2015,51.3895145,-56.57799783
ASF,OTN-Global,SOBI N 1-2016,OTN-GlobalASFSOBI N 1-2016,Underwater mooring,5,SOBI N 1-2016,51.3895,-56.578
ASF,OTN-Global,SOBI N 12-2015,OTN-GlobalASFSOBI N 12-2015,Underwater mooring,65,SOBI N 12-2015,51.44152185,-56.66184693
ASF,OTN-Global,SOBI N 12-2016,OTN-GlobalASFSOBI N 12-2016,Underwater mooring,65,SOBI N 12-2016,51.4415,-56.6618
ASF,OTN-Global,SOBI N 13-2015,OTN-GlobalASFSOBI N 13-2015,Underwater mooring,62,SOBI N 13-2015,51.44651147,-56.66968645
ASF,OTN-Global,SOBI N 13-2016,OTN-GlobalASFSOBI N 13-2016,Underwater mooring,62,SOBI N 13-2016,51.4465,-56.6697
ASF,OTN-Global,SOBI N 14-2015,OTN-GlobalASFSOBI N 14-2015,Underwater mooring,60,SOBI N 14-2015,51.45146042,-56.67762838
ASF,OTN-Global,SOBI N 14-2016,OTN-GlobalASFSOBI N 14-2016,Underwater mooring,60,SOBI N 14-2016,51.4515,-56.6776
ASF,OTN-Global,SOBI N 15-2015,OTN-GlobalASFSOBI N 15-2015,Underwater mooring,50,SOBI N 15-2015,51.45634992,-56.68564416
ASF,OTN-Global,SOBI N 15-2016,OTN-GlobalASFSOBI N 15-2016,Underwater mooring,50,SOBI N 15-2016,51.4563,-56.6856
ASF,OTN-Global,SOBI N 16-2015,OTN-GlobalASFSOBI N 16-2015,Underwater mooring,50,SOBI N 16-2015,51.46129842,-56.69354676
ASF,OTN-Global,SOBI N 16-2016,OTN-GlobalASFSOBI N 16-2016,Underwater mooring,50,SOBI N 16-2016,51.4613,-56.6935
ASF,OTN-Global,SOBI N 17-2015,OTN-GlobalASFSOBI N 17-2015,Underwater mooring,60,SOBI N 17-2015,51.4662161,-56.70152768
ASF,OTN-Global,SOBI N 17-2016,OTN-GlobalASFSOBI N 17-2016,Underwater mooring,60,SOBI N 17-2016,51.4662,-56.7015
ASF,OTN-Global,SOBI N 18-2015,OTN-GlobalASFSOBI N 18-2015,Underwater mooring,55,SOBI N 18-2015,51.47119336,-56.70959692
ASF,OTN-Global,SOBI N 18-2016,OTN-GlobalASFSOBI N 18-2016,Underwater mooring,55,SOBI N 18-2016,51.4712,-56.7096
ASF,OTN-Global,SOBI N 19-2015,OTN-GlobalASFSOBI N 19-2015,Underwater mooring,60,SOBI N 19-2015,51.47616376,-56.71749844
ASF,OTN-Global,SOBI N 19-2016,OTN-GlobalASFSOBI N 19-2016,Underwater mooring,60,SOBI N 19-2016,51.4762,-56.7175
ASF,OTN-Global,SOBI N 20-2015,OTN-GlobalASFSOBI N 20-2015,Underwater mooring,65,SOBI N 20-2015,51.481035,-56.72549878
ASF,OTN-Global,SOBI N 20-2016,OTN-GlobalASFSOBI N 20-2016,Underwater mooring,65,SOBI N 20-2016,51.481,-56.7255
ASF,OTN-Global,SOBI N 21-2015,OTN-GlobalASFSOBI N 21-2015,Underwater mooring,85,SOBI N 21-2015,51.48601574,-56.733382
ASF,OTN-Global,SOBI N 21-2016,OTN-GlobalASFSOBI N 21-2016,Underwater mooring,85,SOBI N 21-2016,51.486,-56.7334
ASF,OTN-Global,SOBI N 2-2015,OTN-GlobalASFSOBI N 2-2015,Underwater mooring,7,SOBI N 2-2015,51.39194677,-56.58241907
ASF,OTN-Global,SOBI N 2-2016,OTN-GlobalASFSOBI N 2-2016,Underwater mooring,7,SOBI N 2-2016,51.3919,-56.5824
ASF,OTN-Global,SOBI N 22-2015,OTN-GlobalASFSOBI N 22-2015,Underwater mooring,95,SOBI N 22-2015,51.49094173,-56.74134991
ASF,OTN-Global,SOBI N 22-2016,OTN-GlobalASFSOBI N 22-2016,Underwater mooring,95,SOBI N 22-2016,51.4909,-56.7413
ASF,OTN-Global,SOBI N 23-2015,OTN-GlobalASFSOBI N 23-2015,Underwater mooring,100,SOBI N 23-2015,51.49582445,-56.74934045
ASF,OTN-Global,SOBI N 23-2016,OTN-GlobalASFSOBI N 23-2016,Underwater mooring,100,SOBI N 23-2016,51.4958,-56.7493
ASF,OTN-Global,SOBI N 24-2015,OTN-GlobalASFSOBI N 24-2015,Underwater mooring,100,SOBI N 24-2015,51.50066989,-56.75710619
ASF,OTN-Global,SOBI N 24-2016,OTN-GlobalASFSOBI N 24-2016,Underwater mooring,100,SOBI N 24-2016,51.5007,-56.7571
ASF,OTN-Global,SOBI N 25-2015,OTN-GlobalASFSOBI N 25-2015,Underwater mooring,90,SOBI N 25-2015,51.50561736,-56.7651693
ASF,OTN-Global,SOBI N 25-2016,OTN-GlobalASFSOBI N 25-2016,Underwater mooring,90,SOBI N 25-2016,51.5056,-56.7652
ASF,OTN-Global,SOBI N 26-2015,OTN-GlobalASFSOBI N 26-2015,Underwater mooring,40,SOBI N 26-2015,51.51052594,-56.77326819
ASF,OTN-Global,SOBI N 26-2016,OTN-GlobalASFSOBI N 26-2016,Underwater mooring,40,SOBI N 26-2016,51.5105,-56.7733
ASF,OTN-Global,SOBI N 27-2015,OTN-GlobalASFSOBI N 27-2015,Underwater mooring,45,SOBI N 27-2015,51.51559732,-56.78141182
ASF,OTN-Global,SOBI N 27-2016,OTN-GlobalASFSOBI N 27-2016,Underwater mooring,45,SOBI N 27-2016,51.5156,-56.7814
ASF,OTN-Global,SOBI N 28-2015,OTN-GlobalASFSOBI N 28-2015,Underwater mooring,40,SOBI N 28-2015,51.51896846,-56.78683538
ASF,OTN-Global,SOBI N 28-2016,OTN-GlobalASFSOBI N 28-2016,Underwater mooring,40,SOBI N 28-2016,51.519,-56.7868
ASF,OTN-Global,SOBI N 3-2015,OTN-GlobalASFSOBI N 3-2015,Underwater mooring,12,SOBI N 3-2015,51.39713259,-56.59038946
ASF,OTN-Global,SOBI N 3-2016,OTN-GlobalASFSOBI N 3-2016,Underwater mooring,12,SOBI N 3-2016,51.3971,-56.5904
ASF,OTN-Global,SOBI N 4-2015,OTN-GlobalASFSOBI N 4-2015,Underwater mooring,50,SOBI N 4-2015,51.4020935,-56.59843475
ASF,OTN-Global,SOBI N 4-2016,OTN-GlobalASFSOBI N 4-2016,Underwater mooring,50,SOBI N 4-2016,51.4021,-56.5984
ASF,OTN-Global,SOBI N 5-2015,OTN-GlobalASFSOBI N 5-2015,Underwater mooring,62,SOBI N 5-2015,51.40712793,-56.60642523
ASF,OTN-Global,SOBI N 5-2016,OTN-GlobalASFSOBI N 5-2016,Underwater mooring,62,SOBI N 5-2016,51.4071,-56.6064
ASF,OTN-Global,SOBI N 6-2015,OTN-GlobalASFSOBI N 6-2015,Underwater mooring,65,SOBI N 6-2015,51.41218485,-56.61445552
ASF,OTN-Global,SOBI N 6-2016,OTN-GlobalASFSOBI N 6-2016,Underwater mooring,65,SOBI N 6-2016,51.4122,-56.6145
ASF,OTN-Global,SOBI N 7-2015,OTN-GlobalASFSOBI N 7-2015,Underwater mooring,65,SOBI N 7-2015,51.41693747,-56.62249209
ASF,OTN-Global,SOBI N 7-2016,OTN-GlobalASFSOBI N 7-2016,Underwater mooring,65,SOBI N 7-2016,51.4169,-56.6225
ASF,OTN-Global,SOBI N 8-2015,OTN-GlobalASFSOBI N 8-2015,Underwater mooring,70,SOBI N 8-2015,51.42200989,-56.63024044
ASF,OTN-Global,SOBI N 8-2016,OTN-GlobalASFSOBI N 8-2016,Underwater mooring,70,SOBI N 8-2016,51.422,-56.6302
ASF,OTN-Global,SOBI N 9-2015,OTN-GlobalASFSOBI N 9-2015,Underwater mooring,70,SOBI N 9-2015,51.42699366,-56.63817228
ASF,OTN-Global,SOBI N 9-2016,OTN-GlobalASFSOBI N 9-2016,Underwater mooring,70,SOBI N 9-2016,51.427,-56.6382
ASF,OTN-Global,SOBI N1,OTN-GlobalASFSOBI N1,Underwater mooring,5,SOBI N1,51.3895145,-56.57799783
ASF,OTN-Global,SOBI N10,OTN-GlobalASFSOBI N10,Underwater mooring,70,SOBI N10,51.43187024,-56.64607784
ASF,OTN-Global,SOBI N11,OTN-GlobalASFSOBI N11,Underwater mooring,60,SOBI N11,51.43663746,-56.65394569
ASF,OTN-Global,SOBI N12,OTN-GlobalASFSOBI N12,Underwater mooring,65,SOBI N12,51.44152185,-56.66184693
ASF,OTN-Global,SOBI N13,OTN-GlobalASFSOBI N13,Underwater mooring,62,SOBI N13,51.44651147,-56.66968645
ASF,OTN-Global,SOBI N14,OTN-GlobalASFSOBI N14,Underwater mooring,60,SOBI N14,51.45146042,-56.67762838
ASF,OTN-Global,SOBI N15,OTN-GlobalASFSOBI N15,Underwater mooring,50,SOBI N15,51.45634992,-56.68564416
ASF,OTN-Global,SOBI N16,OTN-GlobalASFSOBI N16,Underwater mooring,50,SOBI N16,51.46129842,-56.69354676
ASF,OTN-Global,SOBI N17,OTN-GlobalASFSOBI N17,Underwater mooring,60,SOBI N17,51.4662161,-56.70152768
ASF,OTN-Global,SOBI N18,OTN-GlobalASFSOBI N18,Underwater mooring,55,SOBI N18,51.47119336,-56.70959692
ASF,OTN-Global,SOBI N19,OTN-GlobalASFSOBI N19,Underwater mooring,60,SOBI N19,51.47616376,-56.71749844
ASF,OTN-Global,SOBI N2,OTN-GlobalASFSOBI N2,Underwater mooring,7,SOBI N2,51.39194677,-56.58241907
ASF,OTN-Global,SOBI N20,OTN-GlobalASFSOBI N20,Underwater mooring,65,SOBI N20,51.481035,-56.72549878
ASF,OTN-Global,SOBI N21,OTN-GlobalASFSOBI N21,Underwater mooring,85,SOBI N21,51.486,-56.73336111
ASF,OTN-Global,SOBI N22,OTN-GlobalASFSOBI N22,Underwater mooring,95,SOBI N22,51.49094173,-56.74134991
ASF,OTN-Global,SOBI N23,OTN-GlobalASFSOBI N23,Underwater mooring,100,SOBI N23,51.49582445,-56.74934045
ASF,OTN-Global,SOBI N24,OTN-GlobalASFSOBI N24,Underwater mooring,100,SOBI N24,51.50066989,-56.75710619
ASF,OTN-Global,SOBI N25,OTN-GlobalASFSOBI N25,Underwater mooring,90,SOBI N25,51.50561736,-56.7651693
ASF,OTN-Global,SOBI N26,OTN-GlobalASFSOBI N26,Underwater mooring,40,SOBI N26,51.51052594,-56.77326819
ASF,OTN-Global,SOBI N27,OTN-GlobalASFSOBI N27,Underwater mooring,45,SOBI N27,51.51559732,-56.78141182
ASF,OTN-Global,SOBI N28,OTN-GlobalASFSOBI N28,Underwater mooring,40,SOBI N28,51.51896846,-56.78683538
ASF,OTN-Global,SOBI N3,OTN-GlobalASFSOBI N3,Underwater mooring,12,SOBI N3,51.39713259,-56.59038946
ASF,OTN-Global,SOBI N4,OTN-GlobalASFSOBI N4,Underwater mooring,50,SOBI N4,51.4020935,-56.59843475
ASF,OTN-Global,SOBI N5,OTN-GlobalASFSOBI N5,Underwater mooring,62,SOBI N5,51.40712793,-56.60642523
ASF,OTN-Global,SOBI N6,OTN-GlobalASFSOBI N6,Underwater mooring,65,SOBI N6,51.41218485,-56.61445552
ASF,OTN-Global,SOBI N7,OTN-GlobalASFSOBI N7,Underwater mooring,65,SOBI N7,51.41693747,-56.62249209
ASF,OTN-Global,SOBI N8,OTN-GlobalASFSOBI N8,Underwater mooring,70,SOBI N8,51.42200989,-56.63024044
ASF,OTN-Global,SOBI N9,OTN-GlobalASFSOBI N9,Underwater mooring,70,SOBI N9,51.42699366,-56.63817228
ASF,OTN-Global,SOBI001,OTN-GlobalASFSOBI001,Underwater mooring,Null,SOBI001,51.37792,-56.60967
ASF,OTN-Global,SOBI002,OTN-GlobalASFSOBI002,Underwater mooring,Null,SOBI002,51.38194,-56.62358
ASF,OTN-Global,SOBI003,OTN-GlobalASFSOBI003,Underwater mooring,Null,SOBI003,51.38608,-56.63622
ASF,OTN-Global,SOBI004,OTN-GlobalASFSOBI004,Underwater mooring,Null,SOBI004,51.39072,-56.64817
ASF,OTN-Global,SOBI005,OTN-GlobalASFSOBI005,Underwater mooring,Null,SOBI005,51.39614,-56.65983
ASF,OTN-Global,SOBI006,OTN-GlobalASFSOBI006,Underwater mooring,Null,SOBI006,51.40233,-56.66989
ASF,OTN-Global,SOBI007,OTN-GlobalASFSOBI007,Underwater mooring,Null,SOBI007,51.40878,-56.67975
ASF,OTN-Global,SOBI008,OTN-GlobalASFSOBI008,Underwater mooring,Null,SOBI008,51.41467,-56.69031
ASF,OTN-Global,SOBI009,OTN-GlobalASFSOBI009,Underwater mooring,Null,SOBI009,51.42136,-56.6995
ASF,OTN-Global,SOBI010,OTN-GlobalASFSOBI010,Underwater mooring,Null,SOBI010,51.42853,-56.70939
ASF,OTN-Global,SOBI011,OTN-GlobalASFSOBI011,Underwater mooring,Null,SOBI011,51.43569,-56.71814
ASF,OTN-Global,SOBI012,OTN-GlobalASFSOBI012,Underwater mooring,Null,SOBI012,51.44275,-56.728
ASF,OTN-Global,SOBI013,OTN-GlobalASFSOBI013,Underwater mooring,Null,SOBI013,51.45033,-56.73633
ASF,OTN-Global,SOBI014,OTN-GlobalASFSOBI014,Underwater mooring,Null,SOBI014,51.45733,-56.74561
ASF,OTN-Global,SOBI015,OTN-GlobalASFSOBI015,Underwater mooring,Null,SOBI015,51.46494,-56.75386
ASF,OTN-Global,SOBI016,OTN-GlobalASFSOBI016,Underwater mooring,Null,SOBI016,51.47219,-56.76217
ASF,OTN-Global,SOBI017,OTN-GlobalASFSOBI017,Underwater mooring,Null,SOBI017,51.47878,-56.77156
ASF,OTN-Global,SOBI018,OTN-GlobalASFSOBI018,Underwater mooring,Null,SOBI018,51.48375,-56.78253
ASF,OTN-Global,SOBI019,OTN-GlobalASFSOBI019,Underwater mooring,Null,SOBI019,51.48861,-56.79361
ASF,OTN-Global,SOBI020,OTN-GlobalASFSOBI020,Underwater mooring,Null,SOBI020,51.48747,-56.80161
ASF,OTN-Global,SOBI021,OTN-GlobalASFSOBI021,Underwater mooring,Null,SOBI021,51.49064,-56.80906
ASF,OTN-Global,SOBI022,OTN-GlobalASFSOBI022,Underwater mooring,Null,SOBI022,51.48936,-56.81408
ASF,OTN-Global,SW Mir 1,OTN-GlobalASFSW Mir 1,Underwater mooring,Null,SW Mir 1,46.47446,-66.40185
ASF,OTN-Global,SW Mir 1-2015,OTN-GlobalASFSW Mir 1-2015,Underwater mooring,Null,SW Mir 1-2015,46.47446,-66.40185
ASF,OTN-Global,SW Mir 1-2016,OTN-GlobalASFSW Mir 1-2016,Underwater mooring,2,SW Mir 1-2016,46.4745,-66.4019
ASF,OTN-Global,SW Mir 2,OTN-GlobalASFSW Mir 2,Underwater mooring,Null,SW Mir 2,46.54781,-66.15697
ASF,OTN-Global,SW Mir 2-2015,OTN-GlobalASFSW Mir 2-2015,Underwater mooring,Null,SW Mir 2-2015,46.54781,-66.15697
ASF,OTN-Global,SW Mir 2-2016,OTN-GlobalASFSW Mir 2-2016,Underwater mooring,Null,SW Mir 2-2016,46.5478,-66.157
ASF,OTN-Global,SW Mir 3,OTN-GlobalASFSW Mir 3,Underwater mooring,Null,SW Mir 3,46.670442,-65.775455
ASF,OTN-Global,SW Mir 3 Black Brook-2015,OTN-GlobalASFSW Mir 3 Black Brook-2015,Underwater mooring,Null,SW Mir 3 Black Brook-2015,46.670442,-65.775455
ASF,OTN-Global,SW Mir 3-2016,OTN-GlobalASFSW Mir 3-2016,Underwater mooring,Null,SW Mir 3-2016,46.6704,-65.7755
ASI,OTN-Global,BP G5-COUGAR,OTN-GlobalASIBP G5-COUGAR,Underwater mooring,200,BP G5-COUGAR,71.0442,-70.1819
ASI,OTN-Global,BP G7-ALPACA,OTN-GlobalASIBP G7-ALPACA,Underwater mooring,210,BP G7-ALPACA,71.3424,-70.1648
ASI,OTN-Global,BP01,OTN-GlobalASIBP01,Underwater mooring,206,BP01,71.3423,-70.1653
ASI,OTN-Global,BP02,OTN-GlobalASIBP02,Underwater mooring,198,BP02,71.044,-70.1818
